id,female,PA.std,day,PA_lag,NA_lag,steps.pm,steps.pmd,NA.std
1,0,1.7474087642491,2,0.747859687684578,0.253993561593568,0.955170997977594,0.599557829246119,-0.733579747746566
1,0,-0.231093844945939,3,1.46741558893797,-0.853633862565283,0.955170997977594,-0.39471675721634,0.53856558597813
1,0,0.341559498681409,4,-0.377264085184354,0.961445916378899,0.955170997977594,-1.51935866136687,0.601616161907238
1,0,0.456648273355641,5,0.128605518121057,-0.196203391451642,0.955170997977594,-1.34423352549625,0.278072493814504
1,0,-0.234840690283142,6,0.329208981500789,-0.160473474543292,0.955170997977594,0.417596953871258,0.546746411077356
1,0,1.12785343718829,7,1.41072330580891,-0.903655746236973,0.955170997977594,-0.323104248124265,0.0566070056509211
1,0,1.11272629190405,8,0.769664411964984,-0.775028045366913,0.955170997977594,0.376419761143315,-0.0841705304449551
1,0,0.552459379876512,9,0.730415908260254,-0.310539125558363,0.955170997977594,0.317664952547317,0.104589936736715
1,0,1.52371746149907,10,1.0444039378981,-0.682130261405203,0.955170997977594,-0.445984803498166,-0.485576288705307
1,0,1.54977701675088,11,0.651918900850793,-0.767882061985243,0.955170997977594,-0.958990777721389,-0.0381966418037024
1,0,-0.657670434947493,12,-1.30178439467355,0.375475279081958,0.955170997977594,-1.20979731524613,0.24024194756623
1,0,-0.548273667190503,13,-1.49802691319721,0.611292730677069,0.955170997977594,0.911560510904088,-0.574165628307113
1,0,1.94433975595455,14,0.987711654769041,-0.860779845946953,0.955170997977594,0.274209179984627,-0.432472594274403
1,0,-0.029544998648919,15,-0.734861563383007,0.618438714058739,0.955170997977594,0.853619480820501,0.207241990950911
1,0,0.0220711731033933,16,1.00079448933728,-0.482042726718443,0.955170997977594,0.183228742297196,-0.103223791760378
1,0,0.754479946778265,17,1.40636236095283,-0.146181507779952,0.955170997977594,-1.05176152813612,-0.0566092900289335
1,0,0.244581008389077,18,0.896131812791337,-0.00326184014655218,0.955170997977594,-1.39306023624085,0.413242632561452
1,0,-0.52336810187001,19,-1.37155951237085,0.861402149035519,0.955170997977594,-1.68943837046055,0.155883723677507
1,0,-0.771985792219428,20,-0.852607074497198,0.775650348455479,0.955170997977594,0.706000058669338,-0.5532257153676
1,0,1.11121353955742,21,1.54155165149134,-0.181911424688302,0.955170997977594,0.386022347589752,-0.215216515997627
1,0,0.740634230159727,24,0.612670397146063,-0.410582892901743,0.955170997977594,0.579864389245799,-1.09298144113483
